ChromosomeName,StartPosition,EndPosition,FileName,NumberOfFilesFoundIn,NumberMatchingBasePairs
chr17,56836384,56836791,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,407
chr17,56836792,56838053,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1261
chr17,56918165,56918830,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,665
chr17,56933666,56933705,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,39
chr17,56998376,56998822,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,446
chr17,57076775,57076979,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,204
chr17,57132476,57132508,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,32
chr17,57154951,57155123,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,172
chr17,57197040,57197508,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,468
chr17,57231691,57231890,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,199
chr17,57251989,57252019,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,30
chr17,57258416,57258572,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,156
chr17,57293360,57293534,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,174
chr17,57308753,57308926,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,173
chr17,57370220,57370686,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,466
chr17,57564544,57564950,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,406
chr17,57704324,57705099,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,775
chr17,57784274,57784838,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,564
chr17,57972031,57972205,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,174
chr17,58037061,58037223,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,162
chr17,58340631,58340686,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,55
chr17,58449536,58450165,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,629
chr17,58603876,58604661,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,785
chr17,58978799,58978847,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,48
chr17,59072763,59072898,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,135
chr17,59116533,59116607,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,74
chr17,59121603,59122114,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,511
chr17,59756207,59756604,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,397
chr17,59808778,59809069,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,291
chr17,59810295,59810661,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,366
chr17,59946601,59946991,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,390
chr17,59977264,59977950,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,686
chr17,59995061,59996245,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1184
chr17,60039427,60039599,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,172
chr17,60091614,60091742,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,128
chr17,60184871,60185395,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,524
chr17,60216172,60216995,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,823
chr17,60218783,60219614,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,831
chr17,60390737,60391498,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,761
chr17,60392428,60392564,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,136
chr17,60461993,60462629,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,636
chr17,60562455,60563404,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,949
chr17,60781028,60781738,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,710
chr17,61132353,61132421,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,68
chr17,61133445,61133863,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,418
chr17,61330081,61330356,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,275
chr17,61603942,61604079,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,137
chr17,61640598,61641088,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,490
chr17,61652839,61653001,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,162
chr17,61669543,61669558,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,15
chr17,61729995,61730169,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,174
chr17,61752453,61754555,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,2102
chr17,61759877,61760383,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,506
chr17,61779153,61780004,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,851
chr17,61783518,61784326,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,808
chr17,61807436,61807820,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,384
chr17,61813367,61813536,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,169
chr17,61823989,61825712,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1723
chr17,61866504,61866678,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,174
chr17,61885671,61885773,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,102
chr17,61924597,61925698,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1101
chr17,61956486,61956658,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,172
chr17,62017765,62018441,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,676
chr17,62029352,62029759,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,407
chr17,62038530,62038677,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,147
chr17,62101854,62102027,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,173
chr17,62168633,62170779,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,2146
chr17,62178547,62178722,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,175
chr17,62184000,62184455,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,455
chr17,62240734,62241575,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,841
chr17,62256671,62257189,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,518
chr17,62267811,62268174,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,363
chr17,62270755,62271043,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,288
chr17,62287717,62287855,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,138
chr17,62340456,62340533,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,77
chr17,62464471,62464645,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,174
chr17,62513405,62513726,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,321
chr17,62534430,62535099,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,669
chr17,62588708,62588939,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,231
chr17,62617772,62619391,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1619
chr17,62651966,62652450,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,484
chr17,62719906,62720115,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,209
chr17,62724873,62725040,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,167
chr17,62762698,62766027,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,3329
chr17,62925612,62925751,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,139
chr17,62983358,62983538,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,180
chr17,63047512,63047679,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,167
chr17,63089945,63090218,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,273
chr17,63146693,63146886,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,193
chr17,63153064,63154124,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1060
chr17,63218382,63219027,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,645
chr17,63373018,63373467,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,449
chr17,63421790,63422504,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,714
chr17,63455456,63455914,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,458
chr17,63476700,63477045,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,345
chr17,63526165,63528219,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,2054
chr17,63720823,63720888,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,65
chr17,63722986,63723800,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,814
chr17,63733030,63733196,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,166
chr17,63954544,63956124,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,2,3160
chr17,63954544,63956124,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,2,3160
chr17,64188642,64189057,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,415
chr17,64259939,64261799,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1860
chr17,64395322,64395438,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,116
chr17,64491173,64491735,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,562
chr17,64722908,64723081,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,173
chr17,64764302,64764444,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,142
chr17,64802727,64803083,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,356
chr17,64817925,64818096,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,171
chr17,64962763,64962924,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,161
chr17,64979403,64979819,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,416
chr17,65100329,65101012,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,683
chr17,65217663,65218197,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,534
chr17,65243996,65244017,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,21
chr17,65278809,65279121,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,312
chr17,65298527,65299010,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,483
chr17,65304868,65305242,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,374
chr17,65418729,65418894,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,165
chr17,65459058,65459418,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,360
chr17,65462222,65462381,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,159
chr17,65463730,65463913,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,183
chr17,65483507,65483530,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,23
chr17,65521340,65521697,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,357
chr17,65584360,65585027,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,667
chr17,65721127,65721973,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,846
chr17,65821018,65821663,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,645
chr17,65946465,65946731,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,266
chr17,66031528,66032637,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1109
chr17,66057065,66057340,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,275
chr17,66082405,66082617,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,212
chr17,66229056,66229713,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,657
chr17,66291531,66291885,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,354
chr17,66326304,66326551,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,247
chr17,66358629,66359363,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,734
chr17,66453342,66454062,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,720
chr17,66530486,66530981,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,495
chr17,66558029,66558204,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,175
chr17,66731590,66731976,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,386
chr17,66851412,66852028,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,616
chr17,67037798,67038969,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1171
chr17,67039985,67040245,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,260
chr17,67108209,67108402,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,193
chr17,67197094,67197193,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,99
chr17,67278193,67278225,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,32
chr17,67278236,67278689,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,453
chr17,67301436,67301788,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,352
chr17,67792093,67792229,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,136
chr17,67821599,67821614,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,15
chr17,68173570,68173744,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,174
chr17,68407484,68408671,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1187
chr17,68494011,68494124,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,113
chr17,68786907,68786986,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,79
chr17,69204447,69205563,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1116
chr17,69653984,69654227,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,243
chr17,69923850,69924207,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,357
chr17,70120251,70120565,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,314
chr17,70121201,70122146,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,945
chr17,70140239,70140648,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,2,818
chr17,70140239,70140648,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,2,818
chr17,70215126,70215892,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,766
chr17,70337047,70337858,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,811
chr17,70588773,70589605,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,832
chr17,70646762,70647033,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,271
chr17,70886046,70886176,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,130
chr17,70952253,70953540,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1287
chr17,71017060,71017312,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,252
chr17,71030601,71031128,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,527
chr17,71102740,71102883,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,143
chr17,71107002,71107379,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,377
chr17,71120423,71120462,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,39
chr17,71129287,71129308,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,21
chr17,71170536,71170610,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,74
chr17,71237112,71237361,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,249
chr17,71237362,71237536,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,174
chr17,71259146,71259828,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,682
chr17,71316791,71317415,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,624
chr17,71319268,71319461,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,193
chr17,71329552,71329948,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,396
chr17,71346231,71346713,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,482
chr17,71364427,71364926,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,499
chr17,71370985,71371291,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,306
chr17,71397856,71398276,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,420
chr17,71447001,71447257,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,256
chr17,71599968,71600023,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,55
chr17,71625092,71625893,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,801
chr17,71625894,71626753,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,859
chr17,71648467,71649014,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,547
chr17,71710301,71710629,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,328
chr17,71713691,71713723,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,32
chr17,71727052,71727322,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,270
chr17,71752265,71757026,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,4761
chr17,71769194,71769803,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,609
chr17,71777437,71778182,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,745
chr17,71795998,71796139,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,141
chr17,71855212,71855239,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,27
chr17,71862757,71863325,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,568
chr17,72000900,72001823,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,2,1846
chr17,72000900,72001823,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,2,1846
chr17,72011324,72011825,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,2,1002
chr17,72011324,72011825,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,2,1002
chr17,72036347,72036868,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,521
chr17,72121652,72122727,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1075
chr17,72156532,72158594,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,2062
chr17,72198516,72199170,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,654
chr17,72200547,72200778,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,231
chr17,72211772,72212281,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,509
chr17,72381743,72382360,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,617
chr17,72488022,72488151,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,129
chr17,72548927,72550195,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1268
chr17,72551537,72551816,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,279
chr17,72561937,72562937,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1000
chr17,72628214,72628808,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,594
chr17,72642082,72642241,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,159
chr17,72664084,72664807,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,2,1446
chr17,72664084,72664807,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,2,1446
chr17,72690021,72690108,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,87
chr17,72742270,72742467,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,197
chr17,72743401,72743895,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,494
chr17,72808759,72809879,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1120
chr17,72822629,72823204,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,575
chr17,72857107,72858706,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1599
chr17,72869097,72869972,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,875
chr17,72891815,72891987,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,172
chr17,72912027,72912888,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,861
chr17,72915480,72915615,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,135
chr17,72944397,72944533,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,136
chr17,72970375,72970668,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,293
chr17,73046598,73046935,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,337
chr17,73124408,73125020,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,612
chr17,73214646,73214914,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,268
chr17,73276529,73276673,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,144
chr17,73321933,73322243,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,310
chr17,73341970,73342352,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,382
chr17,73436368,73437152,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,784
chr17,73441339,73441425,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,86
chr17,73480718,73480895,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,177
chr17,73484603,73485939,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1336
chr17,73494425,73494870,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,445
chr17,73511083,73511644,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,561
chr17,73511645,73511723,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,78
chr17,73567504,73567987,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,483
chr17,73653924,73654403,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,479
chr17,73684258,73684334,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,76
chr17,73685437,73686533,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1096
chr17,73807426,73807581,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,155
chr17,73841152,73841671,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,519
chr17,73843328,73845486,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,2158
chr17,73884037,73884346,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,309
chr17,73912354,73912652,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,298
chr17,73916569,73916614,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,45
chr17,73974766,73975048,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,282
chr17,73983145,73983279,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,134
chr17,74000065,74000404,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,339
chr17,74046863,74048053,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1190
chr17,74122105,74122383,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,278
chr17,74209092,74209135,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,43
chr17,74209136,74209192,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,56
chr17,74378335,74378688,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,353
chr17,74475084,74475157,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,73
chr17,74505760,74506059,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,299
chr17,74522552,74523785,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1233
chr17,74551035,74551182,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,147
chr17,74582420,74582789,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,369
chr17,74604633,74606299,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1666
chr17,74634309,74634902,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,593
chr17,74659532,74660299,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,767
chr17,74679480,74681827,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,2347
chr17,74712046,74712460,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,414
chr17,74721441,74723024,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1583
chr17,74724423,74724708,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,285
chr17,74776961,74777311,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,350
chr17,74784944,74785176,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,232
chr17,74787536,74787969,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,433
chr17,74857825,74858221,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,396
chr17,74992757,74993834,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1077
chr17,75109154,75109193,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,39
chr17,75118577,75119196,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,619
chr17,75135494,75135644,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,150
chr17,75151232,75151741,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,509
chr17,75164429,75165123,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,694
chr17,75196636,75197597,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,961
chr17,75208258,75209555,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1297
chr17,75276862,75278357,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1495
chr17,75296697,75297354,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,657
chr17,75307131,75308128,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,997
chr17,75322903,75323654,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,751
chr17,75477731,75478923,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1192
chr17,75494765,75495055,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,290
chr17,75568068,75568967,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,899
chr17,75870474,75870833,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,359
chr17,76067879,76069164,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1285
chr17,76087720,76087741,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,21
chr17,76104229,76105030,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,801
chr17,76125132,76127341,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,2209
chr17,76239931,76240064,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,133
